"","t=1","t=2","t=3","t=4","t=5","t=6","t=7","t=8","t=9","t=10","t=11","t=12","t=13","t=14","t=15","t=16","t=17","t=18","t=19","t=20","t=21","t=22","t=23","t=24","t=25","t=26","t=27","t=28","t=29","t=30","t=31","t=32","t=33","t=34","t=35","t=36","t=37","t=38","t=39","t=40","t=41","t=42","t=43","t=44","t=45","t=46","t=47","t=48","t=49","t=50","t=51","t=52","t=53","t=54","t=55","t=56","t=57","t=58","t=59","t=60","accuracy"
"iRep=103",2,1,4,3,4,2,1,3,4,3,4,3,4,3,4,2,1,4,3,4,3,4,2,1,4,2,1,4,3,4,3,4,3,4,2,1,3,4,3,4,3,4,2,1,3,4,2,1,3,4,2,1,4,2,1,4,3,4,3,4,0.583333333333333
"iRep=104",4,2,3,3,3,3,3,1,1,3,3,1,4,2,3,1,3,1,3,3,3,1,4,2,2,4,2,4,2,2,4,2,4,2,3,3,1,3,1,3,3,3,1,4,4,2,2,4,2,2,4,2,1,3,1,4,2,4,2,4,0.566666666666667
"iRep=105",4,1,1,3,2,1,3,2,1,3,2,1,1,3,2,1,3,2,1,3,2,2,2,1,3,2,1,3,2,1,1,3,2,1,3,2,2,1,3,2,4,1,2,1,3,4,1,1,1,3,2,1,1,3,2,1,3,2,2,1,0.25
"iRep=106",4,2,1,4,1,4,1,4,2,1,4,2,2,3,4,2,1,4,2,3,3,3,4,2,1,1,4,2,3,2,1,4,2,1,1,4,2,2,1,4,2,1,1,4,1,4,2,2,2,2,2,1,4,3,3,4,2,1,4,1,0.466666666666667
"iRep=107",1,1,3,2,3,4,3,4,4,4,4,3,4,3,4,1,1,4,2,4,4,4,2,4,4,3,2,4,1,4,3,2,3,2,3,2,3,2,3,2,4,4,2,3,4,3,2,4,3,4,3,4,4,3,4,3,3,4,4,1,0.316666666666667
"iRep=108",2,4,3,4,4,3,2,4,4,3,4,3,4,3,1,3,4,3,3,4,3,1,3,2,1,2,1,2,4,3,3,2,2,1,4,3,2,1,4,4,3,3,3,4,1,3,3,4,3,3,1,4,3,1,4,3,2,4,1,4,0.466666666666667
"iRep=109",4,2,2,2,2,1,1,1,1,3,3,4,2,2,2,3,4,2,2,3,4,2,2,1,3,4,1,3,3,4,1,3,4,1,3,4,2,1,1,1,1,3,4,1,3,4,1,3,3,4,1,1,3,4,2,2,2,2,1,3,0.35
"iRep=110",1,3,4,1,3,1,3,4,2,2,2,3,1,1,4,2,3,2,2,2,2,2,1,4,3,1,3,4,2,2,2,2,2,2,4,2,2,2,4,2,1,1,3,2,2,2,2,2,2,3,1,3,4,2,2,3,1,3,4,3,0.316666666666667
"iRep=111",3,4,2,3,1,2,2,2,2,4,2,4,3,4,2,4,3,1,2,2,2,4,2,4,2,2,3,1,3,4,3,4,2,3,1,3,4,2,2,2,4,3,4,2,4,2,2,3,1,2,2,2,3,1,2,2,3,4,3,4,0.466666666666667
"iRep=112",4,2,4,1,1,1,2,3,2,3,2,3,3,3,3,2,3,2,4,1,1,4,4,2,3,3,3,2,3,4,4,2,3,3,2,3,3,2,3,2,3,3,4,4,1,1,2,3,3,3,3,3,2,3,2,3,2,3,2,3,0.35
"iRep=113",2,4,3,1,2,4,3,2,4,3,4,3,2,4,3,2,2,4,3,2,4,3,2,4,1,2,4,4,3,1,2,4,3,2,2,4,3,2,4,3,4,3,2,4,3,2,2,4,1,2,4,1,2,4,3,2,4,1,3,1,0.383333333333333
"iRep=114",1,3,1,3,2,1,3,2,2,4,3,2,2,2,1,3,2,2,1,3,2,1,3,2,1,3,2,2,1,3,2,4,1,3,2,4,3,2,1,3,2,2,1,3,2,1,3,2,1,3,2,1,3,2,2,4,3,2,1,3,0.466666666666667
"iRep=115",2,3,4,3,4,1,4,3,1,2,3,4,1,2,3,4,1,2,3,1,2,2,3,1,2,3,4,1,2,2,3,4,3,4,3,4,3,4,3,4,3,4,1,2,3,1,2,3,4,1,2,3,1,4,3,4,4,3,4,3,0.366666666666667
"iRep=116",2,4,2,4,3,2,4,2,4,2,4,1,3,2,4,2,4,3,2,4,3,2,4,2,4,2,4,2,4,3,2,4,3,1,3,1,3,2,4,3,2,4,2,4,2,4,3,1,3,2,4,3,2,4,2,4,3,2,4,1,0.3
"iRep=117",1,3,1,2,3,1,3,1,1,2,2,1,3,3,1,3,1,4,4,2,1,4,2,2,2,2,2,3,3,4,4,3,1,4,4,2,2,3,3,1,2,1,3,1,1,4,2,2,1,4,2,2,3,3,3,1,3,3,1,3,0.416666666666667
"iRep=118",4,3,2,2,3,2,2,4,4,4,4,4,4,4,4,3,1,3,1,1,3,2,2,2,3,1,1,3,1,3,2,3,2,2,4,3,1,3,2,3,2,2,3,1,3,1,3,2,4,4,4,4,4,3,1,3,1,1,3,1,0.5
"iRep=119",3,1,3,1,4,4,3,1,3,2,3,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,2,2,2,2,2,2,3,1,4,3,2,2,2,2,2,2,2,2,2,3,1,4,3,1,4,4,3,1,0.466666666666667
"iRep=120",3,3,1,2,3,3,3,4,2,4,2,1,2,4,4,2,1,4,4,2,1,4,2,1,4,2,3,3,3,4,2,1,4,2,4,4,2,4,4,2,4,2,1,4,2,1,2,3,3,3,1,4,2,1,4,2,4,4,4,4,0.4
"iRep=121",4,3,3,3,1,2,3,1,2,3,1,2,4,3,1,4,4,3,3,3,4,2,3,1,2,3,3,3,1,2,3,3,3,1,4,2,3,1,2,3,3,1,4,4,4,2,3,4,2,3,4,2,4,2,3,1,2,3,1,2,0.35
"iRep=122",2,4,1,3,4,1,1,3,2,1,1,3,4,2,4,2,1,1,3,4,1,3,1,3,4,2,1,1,3,4,3,1,3,4,1,1,3,4,3,4,2,4,2,4,1,1,3,1,3,2,4,3,4,2,4,2,4,1,3,1,0.35
"iRep=123",4,4,4,4,4,3,4,3,2,3,4,1,1,2,3,2,3,4,1,1,2,3,4,4,1,1,2,3,2,3,4,3,2,3,4,4,1,1,2,3,2,3,2,3,4,1,1,2,3,2,3,2,3,2,3,4,3,4,4,4,0.483333333333333
"iRep=124",3,2,3,2,3,2,1,2,2,3,2,2,3,1,4,4,2,3,2,2,3,2,3,2,3,2,1,4,4,2,2,2,3,2,2,3,1,2,1,2,3,1,4,2,3,2,3,2,1,4,4,4,4,4,4,2,1,4,4,4,0.433333333333333
"iRep=125",2,4,3,1,2,4,2,4,3,1,2,4,2,4,2,4,3,1,3,2,4,3,2,4,2,4,3,1,3,2,4,2,4,3,2,4,2,4,3,1,3,1,3,1,4,3,1,2,4,2,4,3,1,4,2,4,2,4,3,2,0.35
"iRep=126",2,2,4,3,2,2,2,4,3,2,2,1,4,3,2,4,3,2,2,2,1,2,2,1,4,3,2,1,2,1,2,2,4,3,3,2,4,3,2,4,4,3,2,2,2,4,3,3,2,1,4,3,2,2,2,1,3,1,3,2,0.433333333333333
"iRep=127",2,1,2,4,3,3,2,4,3,2,4,1,4,3,2,1,4,1,2,4,3,3,1,2,1,4,1,2,1,2,4,1,2,4,1,4,3,3,2,4,3,1,4,4,4,3,1,1,2,4,4,1,2,1,2,1,2,4,1,4,0.483333333333333
"iRep=128",4,3,3,3,1,2,1,4,1,1,3,3,3,3,3,3,1,4,3,4,1,2,1,2,1,3,3,3,3,3,4,3,3,3,1,2,1,1,1,2,3,3,3,3,3,3,4,1,1,2,2,1,4,3,3,1,1,3,3,3,0.416666666666667
"iRep=129",4,1,2,3,2,3,4,2,3,2,3,4,2,3,2,3,4,1,2,3,4,1,4,2,3,1,4,4,2,3,1,2,3,4,2,3,4,4,2,3,4,2,3,4,1,1,4,2,3,4,3,2,3,2,3,2,3,2,3,4,0.416666666666667
"iRep=130",1,4,2,2,2,2,2,3,4,3,3,1,1,2,2,2,2,3,3,2,2,2,2,3,3,3,1,2,2,4,2,4,3,1,4,3,1,2,2,3,1,4,2,2,4,2,3,4,2,2,4,4,2,3,1,2,2,2,2,4,0.483333333333333
"iRep=131",2,4,3,3,3,1,3,1,3,4,2,2,4,4,4,1,3,1,1,1,4,2,4,4,3,1,4,4,4,4,2,4,2,4,2,4,2,4,3,3,3,3,3,1,3,1,1,1,4,4,2,4,2,4,4,2,4,2,4,1,0.45
"iRep=132",4,3,2,2,1,3,2,1,2,4,3,2,1,2,2,2,1,3,4,3,4,3,2,2,1,3,2,1,4,3,2,2,1,4,3,4,3,2,1,2,2,1,2,1,4,3,2,2,1,4,3,2,1,4,3,4,3,2,2,1,0.35
"iRep=133",3,2,2,2,1,3,1,1,3,1,1,3,2,4,3,1,2,4,3,1,1,3,1,2,4,3,4,3,1,1,1,1,3,1,3,2,4,3,1,1,2,4,3,2,1,1,2,1,2,4,2,2,4,3,2,4,3,1,2,1,0.4
"iRep=134",4,2,3,3,3,3,3,1,1,4,2,2,1,4,2,1,4,3,3,4,4,2,3,3,1,2,3,1,1,2,2,1,2,1,1,4,2,1,4,4,4,4,3,1,4,2,3,1,4,3,1,4,2,1,2,3,3,1,4,4,0.483333333333333
"iRep=135",1,3,1,3,1,4,3,3,4,3,4,3,3,4,3,4,1,3,4,3,4,2,1,3,4,3,3,4,3,4,3,4,2,1,4,2,1,3,1,3,3,4,3,1,4,2,1,4,2,1,4,3,4,3,4,3,1,4,3,1,0.483333333333333
"iRep=136",4,1,2,2,2,3,3,3,3,4,1,4,4,4,1,4,1,4,4,1,4,1,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.3
"iRep=137",2,3,3,3,1,4,4,4,1,4,4,2,3,1,4,2,3,3,3,3,1,4,4,2,2,3,1,4,4,2,2,3,1,3,1,2,3,1,4,4,2,3,3,3,1,4,4,4,4,2,3,1,4,4,4,2,3,3,1,4,0.35
"iRep=138",1,2,4,2,4,3,3,3,3,1,2,1,2,4,3,3,2,4,3,2,4,4,3,2,4,4,3,2,4,3,2,4,3,2,4,3,3,2,4,4,2,4,2,4,2,4,2,4,1,2,4,4,2,4,3,3,3,3,2,4,0.35
"iRep=139",2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,4,3,1,4,1,4,3,1,4,1,4,3,1,1,4,3,2,2,2,2,2,2,2,2,2,2,4,3,2,2,4,4,4,3,2,2,0.466666666666667
"iRep=140",1,3,1,4,2,2,2,2,2,2,2,3,1,4,3,1,3,1,4,2,2,2,2,3,1,3,1,3,1,3,1,3,1,4,3,1,3,1,4,2,2,2,2,2,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,0.45
"iRep=141",1,3,2,2,2,4,3,2,2,2,2,4,3,2,2,4,3,1,1,3,2,4,3,3,1,1,3,3,1,3,2,4,3,2,2,4,3,1,1,1,3,1,1,3,2,2,2,4,3,1,3,1,3,2,2,1,1,3,3,1,0.35
"iRep=142",3,4,3,4,3,2,1,1,2,3,4,3,4,2,1,4,3,2,1,2,3,1,4,2,1,2,1,4,3,2,3,2,3,4,3,2,3,4,3,1,4,3,4,2,3,4,3,2,1,2,3,4,2,1,2,3,4,3,2,3,0.433333333333333
"iRep=143",1,3,2,4,1,3,2,4,3,2,1,3,2,2,2,2,2,1,3,4,1,3,2,2,1,3,4,3,2,1,3,2,1,3,2,2,2,2,2,1,3,2,2,4,1,3,2,1,3,2,2,4,1,3,2,4,3,2,1,3,0.35
"iRep=144",4,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,1,3,3,3,3,3,3,2,3,3,1,4,2,3,2,3,2,2,4,2,4,2,2,3,1,4,2,3,3,3,3,3,1,0.366666666666667
"iRep=145",2,2,4,3,1,3,3,1,3,1,2,2,2,2,4,1,3,1,1,1,2,2,2,4,3,3,1,1,3,1,3,1,3,3,1,1,1,3,1,1,2,2,4,1,1,2,2,2,4,1,1,3,3,1,2,4,1,3,1,2,0.35
"iRep=146",4,4,2,2,2,2,2,2,2,1,3,4,1,3,4,4,2,2,2,1,3,4,4,1,3,4,1,3,4,1,3,4,4,4,2,2,2,2,2,2,2,2,2,1,3,4,1,3,4,1,3,4,4,1,3,4,1,3,4,1,0.433333333333333
"iRep=147",3,1,1,2,2,4,3,3,3,3,1,4,3,3,1,4,1,2,4,3,3,1,4,4,4,1,2,4,4,4,4,3,3,3,3,3,3,3,2,4,4,4,3,3,3,2,4,3,1,4,4,4,1,2,4,4,4,3,3,3,0.333333333333333
"iRep=148",3,4,3,1,4,2,4,3,4,3,1,4,2,4,2,4,2,4,3,4,3,3,4,3,3,1,2,4,3,1,4,2,4,3,1,1,2,2,2,4,2,4,3,1,4,2,4,2,2,4,3,1,4,2,4,3,4,2,4,2,0.416666666666667
"iRep=149",2,2,1,3,1,1,3,1,3,1,4,2,2,2,2,1,3,1,4,4,2,2,4,4,2,2,4,2,2,1,4,2,2,4,2,2,4,2,2,4,1,3,1,3,1,3,1,4,2,4,4,2,2,2,4,3,1,3,1,3,0.516666666666667
"iRep=150",4,2,3,1,2,1,2,1,4,2,1,4,2,3,4,2,1,4,2,3,1,4,2,1,2,3,4,2,1,2,1,4,4,4,2,3,3,1,4,2,1,4,4,2,3,4,4,4,2,3,1,4,4,2,3,1,3,4,2,1,0.483333333333333
"iRep=151",3,3,3,3,3,3,2,2,3,3,3,4,1,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,1,2,2,2,2,1,4,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,4,4,1,4,2,2,2,2,0.483333333333333
"iRep=152",1,3,2,3,4,1,3,4,1,3,2,3,4,1,3,2,4,1,3,4,1,3,2,2,2,1,3,4,1,3,4,1,3,2,3,2,2,3,2,3,2,3,4,1,3,2,2,3,4,1,3,4,1,3,2,2,3,4,1,3,0.383333333333333
"iRep=153",1,4,2,2,4,2,1,4,1,3,3,2,2,1,1,3,3,2,4,2,2,3,3,3,2,4,3,3,3,2,1,3,4,1,3,3,2,3,3,3,3,2,4,1,4,2,3,3,4,1,4,2,4,3,3,4,2,1,1,4,0.4
"iRep=154",3,2,3,3,2,3,2,1,3,3,3,4,3,2,3,3,3,3,3,2,3,4,3,1,4,1,1,4,1,3,4,3,2,3,1,3,4,4,1,3,3,2,3,2,3,2,3,2,3,3,3,3,4,3,3,3,3,2,1,4,0.35
"iRep=155",3,4,3,4,3,4,3,4,3,3,4,3,4,4,3,4,1,2,4,3,4,2,2,2,2,4,3,4,3,4,3,4,2,2,4,3,4,1,3,3,4,4,1,3,4,2,2,4,2,4,3,4,2,4,1,3,4,2,4,3,0.433333333333333
"iRep=156",3,2,2,1,4,3,2,1,3,2,1,3,2,4,4,3,2,4,3,3,2,1,3,2,1,4,3,2,1,3,2,1,3,2,4,3,2,1,2,1,3,2,2,4,1,4,3,2,1,4,3,2,2,1,3,2,4,3,2,1,0.383333333333333
"iRep=157",1,4,1,2,2,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,1,2,2,4,2,1,4,4,2,2,4,2,2,2,2,3,4,2,2,3,3,3,4,1,4,4,1,4,4,2,2,3,3,4,4,2,2,2,0.35
"iRep=158",4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,1,4,1,3,3,1,4,1,4,2,2,2,2,2,2,2,3,1,3,3,1,3,1,4,4,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,1,3,0.466666666666667
"iRep=159",4,2,4,3,2,4,2,3,2,3,2,4,3,2,4,4,3,2,4,3,2,3,2,1,1,1,4,2,3,2,4,3,2,3,2,1,1,1,4,3,2,3,2,4,3,2,3,2,4,3,2,4,3,2,1,4,4,3,2,1,0.466666666666667
"iRep=160",2,4,4,4,2,1,3,4,3,2,4,1,3,2,1,3,2,1,2,1,3,2,4,2,1,2,1,3,2,4,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,2,1,3,4,1,3,2,1,2,1,3,2,1,0.366666666666667
"iRep=161",3,2,2,4,4,4,4,3,2,4,4,3,3,3,2,2,1,2,1,4,4,1,4,1,2,1,2,4,4,1,2,4,4,4,4,4,4,1,2,4,1,4,1,2,1,2,2,1,2,4,4,1,2,1,4,4,4,4,1,4,0.483333333333333
"iRep=162",2,2,1,2,1,4,3,3,3,1,4,1,1,2,1,2,1,2,4,3,1,1,4,3,1,2,4,1,2,4,3,3,3,3,3,1,3,3,1,4,3,3,1,2,2,1,2,4,1,4,3,3,3,1,1,1,2,4,3,1,0.45
"iRep=163",4,2,3,4,2,3,4,2,1,4,2,1,4,2,3,4,1,4,1,4,2,3,2,3,4,2,1,4,2,3,4,1,4,1,4,2,3,2,1,4,2,3,4,1,4,2,1,4,2,3,2,3,4,2,3,4,2,3,2,1,0.45
"iRep=164",1,2,4,3,3,3,3,3,3,3,2,1,2,1,2,1,4,3,3,2,4,3,3,1,4,3,3,3,2,4,3,3,3,3,3,2,4,3,1,2,4,3,3,3,2,4,3,3,3,2,4,3,2,1,4,3,3,1,2,4,0.416666666666667
"iRep=165",3,3,1,4,4,2,3,1,4,4,4,2,3,3,1,1,4,4,4,4,4,2,3,3,1,1,4,4,4,4,4,2,3,3,1,4,4,4,4,4,4,4,2,3,1,4,4,4,4,4,4,4,4,4,2,3,1,4,2,3,0.45
"iRep=166",4,3,3,4,3,4,4,3,3,4,3,3,3,4,3,4,3,3,3,4,3,3,3,3,1,4,1,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,3,3,3,3,3,3,1,3,4,2,2,2,1,3,4,0.483333333333333
"iRep=167",4,2,4,2,4,2,4,3,1,4,2,3,1,2,4,4,2,4,3,3,1,4,3,1,4,2,4,3,3,1,4,2,4,3,1,2,3,1,2,4,2,2,4,3,3,1,4,3,1,4,4,3,1,2,4,3,1,4,3,3,0.5
"iRep=168",4,2,3,3,4,2,3,1,4,2,3,3,1,2,3,3,3,3,3,3,3,3,4,2,3,1,2,3,3,4,2,3,4,2,3,4,2,3,3,3,3,1,1,2,3,3,3,1,2,3,1,4,2,3,4,2,3,3,4,2,0.3
"iRep=169",4,4,2,1,2,4,1,2,1,3,3,4,1,4,2,4,1,3,3,1,3,1,2,3,3,1,3,3,1,3,3,3,1,3,4,1,3,3,1,2,3,3,1,3,3,3,1,3,1,2,3,1,2,3,1,3,1,2,1,2,0.316666666666667
"iRep=170",1,3,3,3,2,2,2,2,2,2,1,3,3,2,3,3,3,4,2,3,2,3,3,3,3,3,2,2,4,1,3,2,4,4,1,3,2,2,2,2,3,1,3,2,3,2,2,4,2,2,2,2,3,3,1,3,3,2,2,2,0.383333333333333
"iRep=171",4,2,1,3,3,4,2,1,3,3,3,3,3,3,3,3,3,3,2,1,3,3,2,1,3,3,3,3,3,3,3,3,2,1,3,2,2,1,3,4,4,4,2,2,1,3,3,3,4,4,4,2,1,3,3,4,4,4,4,4,0.4
"iRep=172",3,4,3,4,3,4,1,2,1,3,4,3,4,3,4,3,4,3,2,1,4,3,4,1,4,3,4,3,4,3,4,3,4,3,4,3,2,1,3,4,3,4,1,3,4,1,2,1,4,3,4,3,4,1,4,3,4,3,4,3,0.35
"iRep=173",4,1,4,3,2,4,1,4,3,2,4,1,4,3,1,4,3,1,4,3,2,4,3,2,1,2,1,4,1,1,4,1,4,3,2,1,2,4,3,1,3,2,1,2,1,4,1,3,2,4,1,2,4,3,1,4,3,2,4,1,0.383333333333333
"iRep=174",3,4,4,4,4,4,4,4,2,1,4,4,2,2,1,3,4,2,1,3,3,4,2,1,4,4,2,1,3,4,2,1,3,3,3,4,4,4,4,2,2,2,1,3,1,4,2,1,4,4,2,4,2,1,3,4,4,2,2,2,0.483333333333333
"iRep=175",4,4,2,1,4,2,1,4,2,1,4,4,2,1,4,4,2,1,4,3,3,2,1,4,3,3,2,1,4,2,1,4,2,1,4,3,2,1,4,4,3,2,1,4,4,2,1,4,4,4,4,4,4,2,1,4,4,2,1,4,0.416666666666667
"iRep=176",3,3,2,3,2,3,2,3,2,4,3,2,3,1,2,3,3,2,3,2,3,2,1,4,3,2,1,2,3,4,4,2,3,2,4,3,2,1,2,4,4,3,4,4,4,3,2,1,4,4,4,4,2,3,4,2,1,2,1,2,0.466666666666667
"iRep=177",2,2,2,3,1,1,1,1,1,4,3,4,2,2,2,2,2,2,3,4,3,1,4,3,4,3,4,3,1,4,3,4,3,4,3,1,4,2,2,3,1,1,4,2,3,4,2,2,2,1,1,4,2,2,3,4,2,2,2,2,0.4
"iRep=178",1,4,4,2,2,2,3,1,4,2,3,3,1,4,4,2,2,3,3,4,2,2,2,1,2,1,4,2,1,2,2,1,4,2,2,2,2,1,4,4,4,2,2,1,4,2,2,3,4,2,2,3,1,2,2,2,2,2,2,2,0.566666666666667
"iRep=179",3,1,4,4,4,2,3,4,2,3,1,4,1,4,2,3,1,4,2,2,3,4,2,2,2,2,3,4,2,2,3,4,2,3,4,4,2,3,4,2,2,3,1,4,2,2,2,3,1,4,2,3,4,2,2,3,4,2,3,4,0.4
"iRep=180",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,3,3,3,1,1,1,3,1,1,1,3,4,3,3,3,3,3,3,1,1,3,3,3,1,1,3,1,0.483333333333333
"iRep=181",4,3,1,2,3,1,1,2,3,1,2,3,1,4,2,3,1,4,4,2,2,3,2,3,2,3,1,2,2,3,1,4,4,2,3,1,4,4,4,2,3,1,4,4,4,4,2,3,2,3,1,1,1,1,2,3,1,2,3,1,0.4
"iRep=182",1,4,2,3,1,2,3,1,2,3,1,2,3,3,1,2,3,1,2,3,3,1,2,3,1,2,3,1,2,3,1,4,1,2,3,1,4,3,1,2,3,3,3,1,2,3,1,2,3,1,4,2,3,1,4,2,3,1,4,2,0.333333333333333
"iRep=183",1,1,3,3,4,2,1,3,4,2,1,3,4,1,1,1,4,1,3,4,1,1,1,1,1,3,3,4,2,4,2,1,3,4,2,1,1,3,4,2,4,2,4,2,1,3,4,1,3,4,2,4,2,4,2,4,2,4,2,1,0.433333333333333
"iRep=184",1,3,4,1,3,3,3,4,2,1,3,3,3,4,2,1,3,4,2,1,2,1,3,4,1,2,1,4,4,2,1,2,1,4,1,3,2,1,4,1,2,1,2,1,3,4,1,3,3,4,2,1,4,4,2,1,2,1,2,1,0.483333333333333
"iRep=185",3,3,2,1,3,2,1,2,1,3,2,3,4,1,2,1,3,4,4,1,3,4,4,1,2,1,3,2,3,4,1,2,3,2,1,3,2,3,4,1,3,2,3,2,1,3,4,1,3,2,1,2,1,2,3,2,1,2,3,4,0.316666666666667
"iRep=186",4,2,1,3,1,4,2,1,4,2,2,1,3,4,3,4,3,4,2,3,4,2,2,1,4,3,4,2,1,4,2,1,4,2,1,3,2,2,1,3,2,3,4,2,2,3,4,2,2,2,2,2,1,4,4,2,1,4,2,3,0.5
"iRep=187",2,2,4,4,1,3,1,3,1,3,3,1,1,1,3,3,1,4,1,1,3,3,3,3,3,1,4,1,1,3,2,4,3,3,3,3,3,1,1,3,1,1,4,4,3,1,3,3,3,1,1,1,4,3,1,1,4,3,3,3,0.466666666666667
"iRep=188",3,2,4,1,1,3,2,4,4,4,3,2,4,1,1,1,3,3,2,4,4,1,4,3,2,4,1,4,4,1,1,4,1,3,3,3,3,2,4,3,3,2,4,1,1,3,2,4,4,1,1,1,3,2,2,4,1,1,1,4,0.35
"iRep=189",3,1,4,4,2,2,2,2,2,2,2,2,4,3,1,4,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,4,3,1,2,2,2,2,2,2,4,3,1,0.483333333333333
"iRep=190",3,2,2,2,4,3,2,1,3,2,2,4,3,2,2,4,1,3,2,4,3,2,2,1,3,2,2,4,3,2,4,3,2,1,3,2,4,1,3,2,4,3,2,2,1,3,2,2,1,3,2,2,4,3,2,2,4,3,2,1,0.35
"iRep=191",1,2,2,3,4,4,2,3,1,2,2,2,2,3,4,4,2,2,3,1,2,3,1,2,3,1,2,3,1,2,2,3,1,2,3,4,4,4,1,2,2,2,3,1,2,3,4,2,3,1,2,2,2,2,3,1,2,3,1,2,0.333333333333333
"iRep=192",2,1,3,3,3,2,1,3,3,4,1,2,1,3,4,1,3,2,1,3,2,1,3,4,1,3,4,1,3,4,1,3,4,4,1,3,4,1,3,3,4,1,3,3,2,1,3,3,3,4,1,3,3,4,1,3,3,2,1,3,0.316666666666667
"iRep=193",1,2,4,1,4,3,3,3,3,2,4,1,4,1,4,3,3,3,3,2,4,1,2,4,1,4,1,2,4,3,2,4,3,3,3,3,3,3,2,4,1,2,4,3,2,4,1,4,1,2,4,1,2,4,1,4,1,4,1,4,0.45
"iRep=194",3,1,1,1,3,2,4,2,4,2,4,2,4,2,4,2,4,4,2,4,2,4,2,4,2,2,4,4,4,2,4,2,4,2,4,4,2,3,1,3,3,1,3,1,1,1,1,1,3,1,3,3,1,3,3,2,4,4,2,4,0.566666666666667
"iRep=195",1,4,1,4,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,1,1,4,1,1,4,1,4,3,2,2,1,4,3,3,2,1,4,3,3,2,1,4,1,1,4,3,3,3,2,2,1,4,1,4,1,4,1,4,0.4
"iRep=196",2,4,2,1,4,2,4,3,1,4,2,4,2,4,3,1,1,4,2,4,2,4,2,4,2,4,2,4,2,1,1,4,2,4,2,4,2,4,2,1,1,4,2,4,3,1,4,2,4,2,4,2,4,2,4,2,4,3,1,4,0.433333333333333
"iRep=197",3,4,3,4,2,1,3,4,3,4,3,1,4,2,1,4,3,4,1,4,3,4,1,4,1,3,4,3,4,2,1,2,2,1,1,4,3,4,3,4,3,4,2,1,4,2,1,4,2,1,1,4,3,4,2,2,2,2,1,4,0.466666666666667
"iRep=198",1,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2,4,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,4,3,1,4,3,4,3,1,2,2,2,1,4,2,1,4,2,2,2,4,3,4,3,1,2,2,2,4,0.566666666666667
"iRep=200",3,4,2,2,2,3,1,4,2,2,1,4,4,4,2,2,2,2,2,3,3,4,2,2,3,3,1,4,2,3,3,3,1,4,2,2,2,1,4,2,4,4,2,2,2,2,2,2,2,1,1,4,2,1,4,2,3,1,4,4,0.516666666666667
"iRep=201",2,3,1,3,4,2,3,4,2,3,1,3,1,3,4,2,3,4,2,3,4,2,3,4,2,3,4,2,3,4,2,3,1,3,1,3,4,2,3,1,3,1,3,4,2,3,1,3,4,2,3,1,3,4,2,3,4,2,3,4,0.35
"iRep=202",4,2,1,3,3,3,3,3,2,4,1,3,3,3,3,3,3,3,2,4,1,3,3,3,3,2,1,3,3,3,3,2,1,3,3,2,1,3,3,3,3,3,2,1,3,2,4,1,3,3,2,1,3,3,4,1,3,3,3,3,0.333333333333333
"iRep=203",3,1,4,3,1,4,2,3,1,4,4,3,1,4,4,4,4,4,4,4,3,1,4,2,3,1,4,4,2,3,1,1,4,4,4,3,1,4,1,4,4,4,3,1,4,3,1,4,3,1,4,4,2,3,1,4,4,4,3,1,0.416666666666667
"iRep=204",1,3,1,3,1,2,3,4,2,2,3,1,4,2,3,1,1,1,2,2,2,3,1,2,2,3,4,4,4,4,2,3,1,4,4,2,2,1,2,3,1,2,2,3,1,2,4,2,3,1,3,4,2,4,2,3,2,3,1,2,0.5
"iRep=205",1,2,2,1,2,2,2,2,2,3,3,3,4,1,4,2,3,3,3,3,3,3,3,2,2,2,2,1,2,2,3,3,3,3,3,3,4,1,4,1,1,2,2,2,2,1,4,4,4,2,2,1,1,4,4,4,3,3,3,3,0.5
"iRep=206",3,1,4,1,4,1,4,4,4,4,3,2,2,2,1,4,4,3,3,2,2,1,4,4,1,4,2,1,4,4,3,4,3,4,3,4,1,4,4,4,4,4,3,2,2,2,2,1,4,1,4,2,1,4,3,4,3,2,1,4,0.483333333333333
